Ev[MeV]	Aeff[MeV-2]
1.816	-0.0000000000
1.916	-0.0000000000
2.016	-0.0000000000
2.116	-0.0000000000
2.216	-0.0000000000
2.316	-0.0000000000
2.416	-0.0000000000
2.516	-0.0000000000
2.616	-0.0000000000
2.716	-0.0000000000
2.816	-0.0000000000
2.916	-0.0000000000
3.016	-0.0000000000
3.116	-0.0000000000
3.216	-0.0000000000
3.316	-0.0000000000
3.416	-0.0000000000
3.516	-0.0000000000
3.616	-0.0000000000
3.716	-0.0000000000
3.816	-0.0000000000
3.916	92937.4892756741
4.016	1511962.5643318000
4.116	3767944.8931362787
4.216	7053367.1416924521
4.316	11551495.4403813984
4.416	17428532.7454240769
4.516	24827686.2183242999
4.616	33865292.4134749770
4.716	44628913.3357042223
4.816	57177160.9820073023
4.916	71540922.4461781681
5.016	87725628.8796334714
5.116	105714223.8424040228
5.216	125470524.8882826567
5.316	146942724.1519866288
5.416	170066829.8859921992
5.516	194769904.9691843390
5.616	220973006.5520774424
5.716	248593771.3397001922
5.816	277548623.0449130535
5.916	307754602.6644428968
6.016	339130839.3349238038
6.116	371599690.7441281676
6.216	405087588.5754070878
6.316	439525627.3515652418
6.416	474849935.2868025899
6.516	511001864.1633733511
6.616	547928032.4747464657
6.716	585580252.6242680550
6.816	623915369.2138298750
6.916	662895031.6686202288
7.016	702485420.8059723377
7.116	742656945.5825798512
7.216	783383923.2115906477
7.316	824644253.1564204693
7.416	866419093.1843303442
7.516	908692543.6867402792
7.616	951451344.8164278269
7.716	994684589.6269781590
7.816	1038383455.2891212702
7.916	1082540953.5731091499
8.016	1127151701.0884470940
8.116	1172211709.2370266914
8.216	1217718193.4327564240
8.316	1263669400.8486576080
8.416	1310064455.7483294010
8.516	1356903221.3268160820
8.616	1404186176.9096527100
8.716	1451914309.3272564411
8.816	1500089017.2822849751
8.916	1548712027.5538191795
9.016	1597785321.9260847569
9.116	1647311073.7852277756
9.216	1697291593.3918402195
9.316	1747729280.9050714970
9.416	1798626586.3052670956
9.516	1849985975.4313542843
9.616	1901809901.4186837673
9.716	1954100780.8878841400
9.816	2006860974.2998874187
9.916	2060092769.9483344555
10.016	2113798371.1181473732
10.116	2167979885.9872508049
10.216	2222639319.8966851234
10.316	2277778569.6556029320
10.416	2333399419.5862712860
10.516	2389503539.0500640869
10.616	2446092481.2250719070
10.716	2503167682.9359550476
10.816	2560730465.3602471352
10.916	2618782035.4592313766
11.016	2677323488.0002579689
11.116	2736355808.0564689636
11.216	2795879873.8837218285
11.316	2855896460.0906443596
11.416	2916406241.0283327103
11.516	2977409794.3368730545
11.616	3038907604.5968928337
11.716	3100900067.0405740738
11.816	3163387491.2851419449
11.916	3226370105.0570583344
12.016	3289848057.8818702698
12.116	3353821424.7178936005
12.216	3418290209.5171213150
12.316	3483254348.6989545822
12.416	3548713714.5275950432
12.516	3614668118.3833985329
12.616	3681117313.9238553047
12.716	3748061000.1286082268
12.816	3815498824.2276420593
12.916	3883430384.5101871490
13.016	3951855233.0153083801
13.116	4020772878.1039876938
13.216	4090182786.9151182175
13.316	4160084387.7073888779
13.416	4230477072.0892572403
13.516	4301360197.1405820847
13.616	4372733087.4290170670
13.716	4444595036.9247684479
13.816	4516945310.8168821335
13.916	4589783147.2357339859
14.016	4663107758.8848600388
14.116	4736918334.5859889984
14.216	4811214040.7413730621
14.316	4885994022.7167253494
14.416	4961257406.1493558884
14.516	5037003298.1836433411
14.616	5113230788.6387281418
14.716	5189938951.1113100052
14.816	5267126844.0166158676
14.916	5344793511.5708789825
15.016	5422937984.7185935974
15.116	5501559282.0074119568
15.216	5580656410.4130287170
15.316	5660228366.1173305511
15.416	5740274135.2420263290
15.516	5820792694.5404300690
15.616	5901783012.0495672226
15.716	5983244047.7046146393
15.816	6065174753.9181737900
15.916	6147574076.1262569427
16.016	6230440953.3028144836
16.116	6313774318.4443254471
16.216	6397573099.0264949799
16.316	6481836217.4351015091
16.416	6566562591.3709764481
16.516	6651751134.2324934006
16.616	6737400755.4753513336
16.716	6823510360.9521064758
16.816	6910078853.2314434052
16.916	6997105131.8994750977
17.016	7084588093.8435010910
17.116	7172526633.5196599960
17.216	7260919643.2043647766
17.316	7349766013.2321748734
17.416	7439064632.2194194794
17.516	7528814387.2750501633
17.616	7619014164.1993818283
17.716	7709662847.6713352203
17.816	7800759321.4253177643
17.916	7892302468.4171466827
18.016	7984291170.9812488556
