Ev[MeV]	Aeff[MeV-2]
1.816	-0.0000000000
1.916	-0.0000000000
2.016	-0.0000000000
2.116	-0.0000000000
2.216	-0.0000000000
2.316	-0.0000000000
2.416	-0.0000000000
2.516	-0.0000000000
2.616	-0.0000000000
2.716	-0.0000000000
2.816	-0.0000000000
2.916	-0.0000000000
3.016	-0.0000000000
3.116	-0.0000000000
3.216	-0.0000000000
3.316	-0.0000000000
3.416	-0.0000000000
3.516	-0.0000000000
3.616	-0.0000000000
3.716	-0.0000000000
3.816	-0.0000000000
3.916	146.6586790139
4.016	3794.4526429467
4.116	14687.3584779759
4.216	41148.1182508592
4.316	97533.7457336670
4.416	206661.6548952300
4.516	402380.2190382882
4.616	732011.0187142560
4.716	1258368.1915828900
4.816	2061085.0101220419
4.916	3237043.0312024737
5.016	4899791.4919471024
5.116	7177947.4639928658
5.216	10212664.7219999414
5.316	14154338.9412192237
5.416	19158771.2143246867
5.516	25383038.4546847455
5.616	32981319.6857183129
5.716	42100906.0484279916
5.816	52878585.6639554799
5.916	65437548.6786849648
6.016	79884908.7719974965
6.116	96309889.9204071462
6.216	114782684.7730025947
6.316	135353955.7723038793
6.416	158054923.1570340991
6.516	182897965.2816485763
6.616	209877645.6803171635
6.716	238972076.9608624279
6.816	270144532.6887912750
6.916	303345223.6099599600
7.016	338513162.6231164932
7.116	375578052.7474884391
7.216	414462143.0112038851
7.316	455082007.9786341190
7.416	497350216.9891170263
7.516	541176868.7145446539
7.616	586470975.1183317900
7.716	633141686.1931800842
7.816	681099352.9357711077
7.916	730256430.9209680557
8.016	780528230.6441018581
8.116	831833523.6200014353
8.216	884095015.1844466925
8.316	937239696.1685513258
8.416	991199086.2346336842
8.516	1045909381.7933696508
8.616	1101311521.1730649471
8.716	1157351179.1787455082
8.816	1213978702.4413523674
8.916	1271148996.0857787132
9.016	1328821371.2959282398
9.116	1386959362.3702816963
9.216	1445530520.8780710697
9.316	1504506193.5698826313
9.416	1563861289.7875769138
9.516	1623574043.2677640915
9.616	1683625772.4515750408
9.716	1744000642.7023534775
9.816	1804685433.1976456642
9.916	1865669310.6945629120
10.016	1926943611.8746325970
10.116	1988501635.5419847965
10.216	2050338445.5810918808
10.316	2112450685.2654600143
10.416	2174836403.2454133034
10.516	2237494891.3257265091
10.616	2300426533.9638309479
10.716	2363632669.2776660919
10.816	2427115461.2378740311
10.916	2490877782.6337952614
11.016	2554923108.3374705315
11.116	2619255418.3460416794
11.216	2683879110.0520243645
11.316	2748798919.1771969795
11.416	2814019848.7992110252
11.516	2879547105.9036316872
11.616	2945386044.9062886238
11.716	3011542117.6049294472
11.816	3078020829.0406336784
11.916	3144827698.7716088295
12.016	3211968227.0883502960
12.116	3279447865.7242751122
12.216	3347271992.6442112923
12.316	3415445890.5190973282
12.416	3483974728.5246286392
12.516	3552863547.1249432564
12.616	3622117245.5312752724
12.716	3691740571.5471549034
12.816	3761738113.5383572578
12.916	3832114294.2852978706
13.016	3902873366.4989404678
13.116	3974019409.7990093231
13.216	4045556328.9735922813
13.316	4117487853.3554286957
13.416	4189817537.1658120155
13.516	4262548760.6928100586
13.616	4335684732.1832914352
13.716	4409228490.3410387039
13.816	4483182907.3340911865
13.916	4557550692.2262496948
14.016	4632334394.7557554245
14.116	4707536409.3933992386
14.216	4783158979.6205511093
14.316	4859204202.3739013672
14.416	4935674032.6115980148
14.516	5012570287.9587945938
14.616	5089894653.3988122940
14.716	5167648685.9788198471
14.816	5245833819.5035324097
14.916	5324451369.1945476532
15.016	5403502536.2963562012
15.116	5482988412.6127576828
15.216	5562909984.9597873688
15.316	5643268139.5244998932
15.416	5724063666.1202888489
15.516	5805297262.3316707611
15.616	5886969537.5428390503
15.716	5969081016.8455610275
15.816	6051632144.8238887787
15.916	6134623289.2136774063
16.016	6218054744.4359359741
16.116	6301926735.0035638809
16.216	6386239418.8024320602
16.316	6470992890.2483339310
16.416	6556187183.3199157715
16.516	6641822274.4716196060
16.616	6727898085.4274139404
16.716	6814414485.8591756821
16.816	6901371295.9514265060
16.916	6988768288.8566360474
17.016	7076605193.0436687469
17.116	7164881694.5431013107
17.216	7253597439.0917215347
17.316	7342752034.1813917160
17.416	7432345051.0141630173
17.516	7522376026.3677358627
17.616	7612844464.3745756149
17.716	7703749838.2179756165
17.816	7795091591.7487888336
17.916	7886869141.0249013901
18.016	7979081875.7782545090
18.116	8071729160.8111295700
