Ev[MeV]	Aeff[MeV-2]
1.816	-0.0000000000
1.916	-0.0000000000
2.016	-0.0000000000
2.116	-0.0000000000
2.216	-0.0000000000
2.316	-0.0000000000
2.416	-0.0000000000
2.516	-0.0000000000
2.616	-0.0000000000
2.716	-0.0000000000
2.816	-0.0000000000
2.916	-0.0000000000
3.016	-0.0000000000
3.116	-0.0000000000
3.216	-0.0000000000
3.316	-0.0000000000
3.416	-0.0000000000
3.516	-0.0000000000
3.616	-0.0000000000
3.716	-0.0000000000
3.816	-0.0000000000
3.916	1.0742725317
4.016	38.1787160349
4.116	199.9272711027
4.216	739.5743845053
4.316	2264.4168351913
4.416	6076.5467169490
4.516	14719.8601476921
4.616	32785.0024168098
4.716	68003.6541435004
4.816	132630.1510775493
4.916	245066.2331426504
5.016	431640.6877870618
5.116	728417.6539295043
5.216	1182882.3107499029
5.316	1855345.1042960898
5.416	2819916.9165434851
5.516	4164935.8824310824
5.616	5992767.6792085581
5.716	8418949.3873335123
5.816	11570696.4578161314
5.916	15584837.5273440666
6.016	20605278.6619928256
6.116	26780124.5132951587
6.216	34258597.8540742546
6.316	43187901.4264672846
6.416	53710158.4307934642
6.516	65959552.4279248491
6.616	80059766.3375864774
6.716	96121796.0041195601
6.816	114242188.6526804715
6.916	134501732.2820293903
7.016	156964600.0035184324
7.116	181677934.4589437544
7.216	208671842.2391104102
7.316	237959756.8354189694
7.416	269539120.9678196907
7.516	303392334.8248566985
7.616	339487915.3771257401
7.716	377781812.9719367623
7.816	418218834.3527084589
7.916	460734125.5628961325
8.016	505254673.4242920280
8.116	551700790.0205600262
8.216	599987550.5312345028
8.316	650026160.5822324753
8.416	701725234.8032193184
8.516	754991973.3675954342
8.616	809733227.8450667858
8.716	865856451.6714845896
8.816	923270533.9200705290
8.916	981886517.8551646471
9.016	1041618207.9944283962
9.116	1102382671.1420521736
9.216	1164100638.1364002228
9.316	1226696813.9362473488
9.416	1290100104.2081310749
9.516	1354243766.8268473148
9.616	1419065496.7159945965
9.716	1484507452.2809824944
9.816	1550516231.3692233562
9.916	1617042804.2633285522
10.016	1684042410.7127242088
10.116	1751474427.4565768242
10.216	1819302212.1158363819
10.316	1887492928.7475168705
10.416	1956017359.7775957584
10.516	2024849708.4713177681
10.616	2093967395.5662515163
10.716	2163350853.1953101158
10.816	2232983318.7621378899
10.916	2302850631.0072269440
11.016	2372941030.1159434319
11.116	2443244963.3735561371
11.216	2513754897.5611486435
11.316	2584465139.0149908066
11.416	2655371662.0312156677
11.516	2726471946.0900540352
11.616	2797764822.1970491409
11.716	2869250328.4853405952
11.816	2940929575.0969181061
11.916	3012804618.2540912628
12.016	3084878343.3470959663
12.116	3157154356.7929935455
12.216	3229636886.3675742149
12.316	3302330689.6691508293
12.416	3375240970.3449997902
12.516	3448373301.6874170303
12.616	3521733557.1967658997
12.716	3595327847.7001175880
12.816	3669162464.6169304848
12.916	3743243828.9649510384
13.016	3817578445.7099843025
13.116	3892172863.0724534988
13.216	3967033636.4189648628
13.316	4042167296.3813738823
13.416	4117580320.8620634079
13.516	4193279110.6024556160
13.616	4269269968.0087771416
13.716	4345559078.9473762512
13.816	4422152497.2391796112
13.916	4499056131.6019172668
14.016	4576275734.8044052124
14.116	4653816894.8146457672
14.216	4731685027.7397184372
14.316	4809885372.3702344894
14.416	4888422986.1580457687
14.516	4967302742.4674835205
14.616	5046529328.9563589096
14.716	5126107246.9533891678
14.816	5206040811.7106428146
14.916	5286334153.4207410812
15.016	5366991218.8987350464
15.116	5448015773.8376226425
15.216	5529411405.5548000336
15.316	5611181526.1557741165
15.416	5693329376.0479965210
15.516	5775858027.7449731827
15.616	5858770389.9068021774
15.716	5942069211.5688810349
15.816	6025757086.5164461136
15.916	6109836457.7668399811
16.016	6194309622.1259002686
16.116	6279178734.7885007858
16.216	6364445813.9577064514
16.316	6450112745.4601106644
16.416	6536181287.3361911774
16.516	6622653074.3904047012
16.616	6709529622.6848831177
16.716	6796812333.9652709961
16.816	6884502500.0069932938
16.916	6972601306.8742637634
17.016	7061109839.0838661194
17.116	7150029083.6682691574
17.216	7239359934.1323747635
17.316	7329103194.3020286560
17.416	7419259582.0602083206
17.516	7509829732.9698114395
17.616	7600814203.7818994522
17.716	7692213475.8290414810
17.816	7784027958.3043384552
17.916	7876257991.4256954193
18.016	7968903849.4880666733
18.116	8061965743.8038339615
18.216	8155443825.5341396332
