Ev[MeV]	Aeff[MeV-2]
1.816	-0.0000000000
1.916	-0.0000000000
2.016	-0.0000000000
2.116	-0.0000000000
2.216	-0.0000000000
2.316	-0.0000000000
2.416	-0.0000000000
2.516	-0.0000000000
2.616	-0.0000000000
2.716	-0.0000000000
2.816	-0.0000000000
2.916	-0.0000000000
3.016	-0.0000000000
3.116	-0.0000000000
3.216	-0.0000000000
3.316	-0.0000000000
3.416	-0.0000000000
3.516	-0.0000000000
3.616	-0.0000000000
3.716	-0.0000000000
3.816	-0.0000000000
3.916	0.0000000000
4.016	0.0000000000
4.116	0.0000000000
4.216	0.0000000030
4.316	0.0000000409
4.416	0.0000004315
4.516	0.0000037248
4.616	0.0000270249
4.716	0.0001683215
4.816	0.0009154245
4.916	0.0044091400
5.016	0.0190344041
5.116	0.0744152415
5.216	0.2658432043
5.316	0.8746991991
5.416	2.6692714314
5.516	7.6019100786
5.616	20.3168389110
5.716	51.2096855274
5.816	122.2795922353
5.916	277.7259174322
6.016	602.1826405309
6.116	1250.6388445827
6.216	2495.4001936656
6.316	4796.7875406563
6.416	8905.4770661763
6.516	16005.2567114760
6.616	27905.2877896890
6.716	47290.5178179279
6.816	78037.5407120058
6.916	125600.8733214489
7.016	197471.3426979622
7.116	303704.1936893567
7.216	457509.8689397885
7.316	675895.5004828635
7.416	980340.3500908761
7.516	1397484.1227523801
7.616	1959803.6068253729
7.716	2706250.7587748636
7.816	3682824.3573931018
7.916	4943047.8074927051
8.016	6548327.5744713638
8.116	8568169.9750227574
8.216	11080238.4436009619
8.316	14170238.6792272050
8.416	17931624.9492313527
8.516	22465126.9631373286
8.616	27878102.8135773689
8.716	34283729.2196728513
8.816	41800045.4509556964
8.916	50548871.6584037915
9.016	60654625.7537304014
9.116	72243065.3787089437
9.216	85439982.8700494021
9.316	100369881.4803135544
9.416	117154660.5327985734
9.516	135912335.7729946971
9.616	156755819.0599602163
9.716	179791778.8606370091
9.816	205119599.9175387323
9.916	232830457.1013717949
10.016	263006514.9738471210
10.116	295720261.0965278149
10.216	331033977.7385177612
10.316	368999353.4489588737
10.416	409657233.0412688851
10.516	453037501.9374606609
10.616	499159098.5766073465
10.716	548030146.7207869291
10.816	599648197.9975838661
10.916	654000573.8932511806
11.016	711064795.6358964443
11.116	770809089.9590375423
11.216	833192958.5799933672
11.316	898167799.3320150375
11.416	965677567.2152272463
11.516	1035659464.1435830593
11.616	1108044646.8270826340
11.716	1182758943.0044591427
11.816	1259723567.1010987759
11.916	1338855827.2994158268
12.016	1420069816.9495522976
12.116	1503277084.1930301189
12.216	1588387274.6032841206
12.316	1675308742.5471768379
12.416	1763949127.8304264545
12.516	1854215894.9935343266
12.616	1946016833.3713352680
12.716	2039260516.7083337307
12.816	2133856721.7364020348
12.916	2229716805.6647248268
13.016	2326754043.0098195076
13.116	2424883922.6031899452
13.216	2524024405.9626774788
13.316	2624096148.5008029938
13.416	2725022685.2751135826
13.516	2826730583.1668486595
13.616	2929149561.5075826645
13.716	3032212583.2655935287
13.816	3135855918.9577007294
13.916	3240019185.4748702049
14.016	3344645362.0020709038
14.116	3449680785.1821866035
14.216	3555075125.6224341393
14.316	3660781347.7729558945
14.416	3766755655.1263589859
14.516	3872957422.5928492546
14.616	3979349117.8075094223
14.716	4085896213.0190806389
14.816	4192567089.1006898880
14.916	4299332933.1124811172
15.016	4406167630.7353153229
15.116	4513047654.7848625183
15.216	4619951950.9078636169
15.316	4726861821.4590444565
15.416	4833760808.4563684464
15.516	4940634576.4170293808
15.616	5047470795.7855892181
15.716	5154259027.5799636841
15.816	5260990609.8012037277
15.916	5367658546.0778150558
16.016	5474257396.9460048676
16.116	5580783174.1030082703
16.216	5687233237.9125833511
16.316	5793606198.3880510330
16.416	5899901819.8280363083
16.516	6006120929.2390031815
16.616	6112265328.6361217499
16.716	6218337711.2811717987
16.816	6324341581.8827009201
16.916	6430281180.7582263947
17.016	6536161411.9324235916
17.116	6641987775.1252937317
17.216	6747766301.5648851395
17.316	6853503493.5463733673
17.416	6959206267.6434278488
17.516	7064881901.4691734314
17.616	7170537983.8746318817
17.716	7276182368.4659280777
17.816	7381823130.3165893555
17.916	7487468525.7462511063
18.016	7593126955.0371236801
18.116	7698806927.9555845261
18.216	7804517031.9481353760
18.316	7910265902.8793773651
18.416	8016062198.1837797165
18.516	8121914572.3017454147
18.616	8227831654.2760143280
18.716	8333822027.3846473694
