Ev[MeV]	Aeff[MeV-2]
1.816	-0.0000000000
1.916	-0.0000000000
2.016	-0.0000000000
2.116	-0.0000000000
2.216	-0.0000000000
2.316	-0.0000000000
2.416	-0.0000000000
2.516	-0.0000000000
2.616	-0.0000000000
2.716	-0.0000000000
2.816	-0.0000000000
2.916	-0.0000000000
3.016	-0.0000000000
3.116	-0.0000000000
3.216	-0.0000000000
3.316	-0.0000000000
3.416	-0.0000000000
3.516	-0.0000000000
3.616	-0.0000000000
3.716	-0.0000000000
3.816	-0.0000000000
3.916	6400.3180614118
4.016	127566.2641312558
4.116	385322.9943558709
4.216	859834.7910370979
4.316	1653607.8050959227
4.416	2890477.5426084781
4.516	4712838.2512941202
4.616	7277385.1944224546
4.716	10749792.1748658735
4.816	15298818.8666541893
4.916	21090341.4262085520
5.016	28281741.9797824919
5.116	37016998.6824092194
5.216	47422708.2672909349
5.316	59605163.8819629848
5.416	73648514.1619888991
5.516	89613951.6293567866
5.616	107539822.1560173631
5.716	127442511.8487231135
5.816	149317950.7514467537
5.916	173143570.6640059650
6.016	198880563.2841463387
6.116	226476301.1426731646
6.216	255866804.2594817877
6.316	286979157.5692259073
6.416	319733806.0590327382
6.516	354046674.9283035994
6.616	389831080.1243907809
6.716	426999409.9289431572
6.816	465464570.7662942410
6.916	505141200.1821185946
7.016	545946657.2364243269
7.116	587801805.6794688702
7.216	630631608.5736666918
7.316	674365554.8268818855
7.416	718937938.7300047874
7.516	764288013.3296146393
7.616	810360037.5573472977
7.716	857103235.6895112991
7.816	904471686.0863686800
7.916	952424154.3956716061
8.016	1000923884.5953433514
8.116	1049938359.4735798836
8.216	1099439040.4504978657
8.316	1149401095.0701239109
8.416	1199803119.0538902283
8.516	1250626858.5183339119
8.616	1301856936.8209633827
8.716	1353480589.5069627762
8.816	1405487409.9758014679
8.916	1457869107.7628202438
9.016	1510619280.7236864567
9.116	1563733201.9069707394
9.216	1617207621.4904479980
9.316	1671040583.8275475502
9.416	1725231259.3919472694
9.516	1779779791.2079415321
9.616	1834687155.2058181763
9.716	1889955033.8333308697
9.816	1945585702.1838796139
9.916	2001581925.8554222584
10.016	2057946869.7358143330
10.116	2114684016.9050149918
10.216	2171797096.8576593399
10.316	2229290022.2703700066
10.416	2287166833.5683355331
10.516	2345431650.5823669434
10.616	2404088630.6253657341
10.716	2463141932.3606853485
10.816	2522595684.8759412766
10.916	2582453961.4200887680
11.016	2642720757.3024439812
11.116	2703399971.4946165085
11.216	2764495391.5137038231
11.316	2826010681.2047529221
11.416	2887949371.0741400719
11.516	2950314850.8585066795
11.616	3013110364.0463280678
11.716	3076339004.0957288742
11.816	3140003712.1199364662
11.916	3204107275.8349571228
12.016	3268652329.5874576569
12.116	3333641355.2996711731
12.216	3399076684.1876225471
12.316	3464960499.1243762970
12.416	3531294837.5373225212
12.516	3598081594.7390146255
12.616	3665322527.6064271927
12.716	3733019258.5314478874
12.816	3801173279.5782890320
12.916	3869785956.7894854546
13.016	3938858534.5921573639
13.116	4008392140.2612447739
13.216	4078387788.4043149948
13.316	4148846385.4370479584
13.416	4219768734.0230150223
13.516	4291155537.4566297531
13.616	4363007403.9710903168
13.716	4435324850.9567193985
13.816	4508108309.0773525238
13.916	4581358126.2763280869
14.016	4655074571.6642150879
14.116	4729257839.2830028534
14.216	4803908051.7432937622
14.316	4879025263.7317466736
14.416	4954609465.3884983063
14.516	5030660585.5529222488
14.616	5107178494.8798236847
14.716	5184163008.8268833160
14.816	5261613890.5151624680
14.916	5339530853.4652366638
15.016	5417913564.2120847702
15.116	5496761644.8017501831
15.216	5576074675.1727886200
15.316	5655852195.4266233444
15.416	5736093707.9901914597
15.516	5816798679.6749095917
15.616	5897966543.6356096268
15.716	5979596701.2331743240
15.816	6061688523.8050298691
15.916	6144241354.3472337723
16.016	6227254509.1118812561
16.116	6310727279.1231603622
16.216	6394658931.6161365509
16.316	6479048711.4020853043
16.416	6563895842.1623477936
16.516	6649199527.6759462357
16.616	6734958952.9825649261
16.716	6821173285.4851703644
16.816	6907841675.9940509796
16.916	6994963259.7162742615
17.016	7082537157.1926727295
17.116	7170562475.1853685379
17.216	7259038307.5173912048
17.316	7347963735.8684434891
17.416	7437337830.5276708603
17.516	7527159651.1062726974
17.616	7617428247.2119426727
17.716	7708142659.0871295929
17.816	7799301918.2133455276
17.916	7890905047.8822641373
18.016	7982951063.7368564606
18.116	8075438974.2829132080
