Ev[MeV]	Aeff[MeV-2]
1.816	-0.0000000000
1.916	-0.0000000000
2.016	-0.0000000000
2.116	-0.0000000000
2.216	-0.0000000000
2.316	-0.0000000000
2.416	-0.0000000000
2.516	-0.0000000000
2.616	-0.0000000000
2.716	-0.0000000000
2.816	-0.0000000000
2.916	-0.0000000000
3.016	-0.0000000000
3.116	-0.0000000000
3.216	-0.0000000000
3.316	-0.0000000000
3.416	-0.0000000000
3.516	-0.0000000000
3.616	-0.0000000000
3.716	-0.0000000000
3.816	-0.0000000000
3.916	0.0000944429
4.016	0.0074865193
4.116	0.0841832973
4.216	0.6296633591
4.316	3.6918876384
4.416	18.0667824572
4.516	76.3705107026
4.616	285.2377124692
4.716	956.9935770420
4.816	2921.6739850676
4.916	8202.0200874143
5.016	21358.3585628414
5.116	51975.2067767091
5.216	118955.4615636698
5.316	257485.4744055772
5.416	529696.5799483953
5.516	1040129.6151591146
5.616	1957063.9161644410
5.716	3540568.2042650273
5.816	6177755.5160642900
5.916	10425192.0876506213
6.016	17057761.8121381328
6.116	27122586.3988562822
6.216	41995922.4228528291
6.316	63440377.5315625891
6.416	93659377.2034021318
6.516	135345620.1015623212
6.616	191720309.3852967322
6.716	266560238.3099953830
6.816	364210315.7227839231
6.916	489579795.7369083166
7.016	648121268.0561044216
7.116	845792307.4724659920
7.216	1089000510.4274165630
7.316	1384533407.4582655430
7.416	1739475388.0209500790
7.516	2161114277.0295886993
7.616	2656840542.8984742165
7.716	3234042290.6108593941
7.816	3899999207.5959753990
7.916	4661778501.3665800095
8.016	5526135618.8024005890
8.116	6499422194.3409996033
8.216	7587503266.2039413452
8.316	8795685353.5462951660
8.416	10128656528.2322711945
8.516	11590439164.6510639191
8.616	13184355627.4487094879
8.716	14913006773.9024906158
8.816	16778262814.3468360901
8.916	18781265796.1886291504
9.016	20922442756.8030014038
9.116	23201528427.3253555298
9.216	25617596260.1430740356
9.316	28169096493.1539993286
9.416	30853899947.9025382996
9.516	33669346280.1321067810
9.616	36612295453.5387039185
9.716	39679181283.9996948242
9.816	42866065996.1646041870
9.916	46168694841.2164764404
10.016	49582549938.9671859741
10.116	53102902624.6743087769
10.216	56724863697.5840759277
10.316	60443431081.1162643433
10.416	64253534511.5888824463
10.516	68150076971.7472839355
10.616	72127972675.8464660645
10.716	76182181494.1016693115
10.816	80307739775.4879608154
10.916	84499787589.3154602051
11.016	88753592457.8460998535
11.116	93064569695.0720977783
11.216	97428299501.0640106201
11.316	101840540987.9633483887
11.416	106297243333.2334289551
11.516	110794554269.1529235840
11.616	115328826125.5264892578
11.716	119896619645.7823638916
11.816	124494705795.9755706787
11.916	129120065782.2082519531
12.016	133769889485.3870391846
12.116	138441572513.4579467773
12.216	143132712060.9731445312
12.316	147841101754.3115234375
12.416	152564725648.7193603516
12.516	157301751530.5179443359
12.616	162050523665.0991821289
12.716	166809555118.4152221680
12.816	171577519767.2613220215
12.916	176353244101.3992309570
13.016	181135698909.0484924316
13.116	185923990926.1734313965
13.216	190717354519.7235717773
13.316	195515143465.2929382324
13.416	200316822870.7232666016
13.516	205121961289.0211486816
13.616	209930223056.4418029785
13.716	214741360884.8282165527
13.816	219555208731.1589050293
13.916	224371674961.8683166504
14.016	229190735824.5861206055
14.116	234012429235.6944274902
14.216	238836848888.3828430176
14.316	243664138682.5940246582
14.416	248494487475.5334777832
14.516	253328124148.9175109863
14.616	258165312987.2806396484
14.716	263006349359.9056396484
14.816	267851555697.6018371582
14.916	272701277754.4955749512
15.016	277555881144.1575317383
15.116	282415748138.7525634766
15.216	287281274719.4376220703
15.316	292152867866.0090332031
15.416	297030943073.6171264648
15.516	301915922084.3790893555
15.616	306808230821.7878417969
15.716	311708297515.9845581055
15.816	316616551008.2374877930
15.916	321533419223.2442626953
16.016	326459327798.2282714844
16.116	331394698858.1715698242
16.216	336339949926.9756469727
16.316	341295492964.7760009766
16.416	346261733521.9804687500
16.516	351239070001.2388305664
16.616	356227893018.8218994141
16.716	361228584857.4834594727
16.816	366241519003.2092895508
16.916	371267059758.8160400391
17.016	376305561927.7031250000
17.116	381357370561.5305175781
17.216	386422820765.9268188477
17.316	391502237558.8652954102
17.416	396595935776.5456542969
17.516	401704220022.0947265625
17.616	406827384652.6954956055
17.716	411965713801.0816650391
17.816	417119481427.6618652344
17.916	422288951399.7484130859
18.016	427474377594.7800903320
18.116	432676004024.5333862305
