,Emeas[MeV],DiffRate[s-1MeV-1],Spectrum[MeV-1]
7655,7.655,0.00032399,0.009719700000000001
7656,7.656,0.000324075,0.00972225
7657,7.657,0.00032416,0.009724799999999999
7658,7.658,0.000324245,0.009727350000000001
7659,7.659,0.00032433,0.0097299
7660,7.66,0.000324414,0.009732419999999999
7661,7.661,0.000324499,0.00973497
7662,7.662,0.000324584,0.00973752
7663,7.663,0.000324669,0.00974007
7664,7.664,0.000324754,0.00974262
7665,7.665,0.000324839,0.00974517
7666,7.666,0.000324924,0.00974772
7667,7.667,0.000325009,0.00975027
7668,7.668,0.000325094,0.00975282
7669,7.669,0.000325179,0.00975537
7670,7.67,0.000325264,0.00975792
7671,7.671,0.000325349,0.00976047
7672,7.672,0.000325434,0.009763019999999999
7673,7.673,0.000325519,0.009765570000000001
7674,7.674,0.000325604,0.00976812
7675,7.675,0.000325689,0.00977067
7676,7.676,0.000325774,0.009773219999999999
7677,7.677,0.00032586,0.0097758
7678,7.678,0.000325945,0.00977835
7679,7.679,0.00032603,0.0097809
7680,7.68,0.000326115,0.009783449999999999
7681,7.681,0.0003262,0.009786
7682,7.682,0.000326285,0.00978855
7683,7.683,0.000326371,0.00979113
7684,7.684,0.000326456,0.009793679999999999
7685,7.685,0.000326541,0.009796230000000001
7686,7.686,0.000326626,0.00979878
7687,7.687,0.000326711,0.009801329999999999
7688,7.688,0.000326797,0.009803909999999999
7689,7.689,0.000326882,0.009806460000000001
7690,7.69,0.000326967,0.00980901
7691,7.691,0.000327053,0.00981159
7692,7.692,0.000327138,0.009814139999999999
7693,7.693,0.000327223,0.009816690000000001
7694,7.694,0.000327309,0.009819270000000001
7695,7.695,0.000327394,0.00982182
7696,7.696,0.000327479,0.009824369999999999
7697,7.697,0.000327565,0.00982695
7698,7.698,0.00032765,0.009829500000000001
7699,7.699,0.000327736,0.00983208
7700,7.7,0.000327821,0.00983463
7701,7.701,0.000327906,0.00983718
7702,7.702,0.000327992,0.00983976
7703,7.703,0.000328077,0.00984231
7704,7.704,0.000328163,0.00984489
7705,7.705,0.000328248,0.00984744
7706,7.706,0.000328334,0.009850020000000001
7707,7.707,0.000328419,0.00985257
7708,7.708,0.000328505,0.00985515
7709,7.709,0.000328591,0.00985773
7710,7.71,0.000328676,0.00986028
7711,7.711,0.000328762,0.009862860000000001
7712,7.712,0.000328847,0.00986541
7713,7.713,0.000328933,0.00986799
7714,7.714,0.000329019,0.00987057
7715,7.715,0.000329104,0.009873119999999999
7716,7.716,0.00032919,0.0098757
7717,7.717,0.000329275,0.00987825
7718,7.718,0.000329361,0.00988083
7719,7.719,0.000329447,0.00988341
7720,7.72,0.000329533,0.00988599
7721,7.721,0.000329618,0.00988854
7722,7.722,0.000329704,0.00989112
7723,7.723,0.00032979,0.0098937
7724,7.724,0.000329875,0.009896249999999999
7725,7.725,0.000329961,0.009898829999999999
7726,7.726,0.000330047,0.00990141
7727,7.727,0.000330133,0.00990399
7728,7.728,0.000330219,0.00990657
7729,7.729,0.000330304,0.00990912
7730,7.73,0.00033039,0.0099117
7731,7.731,0.000330476,0.009914280000000001
7732,7.732,0.000330562,0.00991686
7733,7.733,0.000330648,0.00991944
7734,7.734,0.000330734,0.00992202
7735,7.735,0.00033082,0.0099246
7736,7.736,0.000330906,0.00992718
7737,7.737,0.000330992,0.00992976
7738,7.738,0.000331078,0.00993234
7739,7.739,0.000331164,0.00993492
7740,7.74,0.000331249,0.00993747
7741,7.741,0.000331335,0.009940049999999999
7742,7.742,0.000331421,0.00994263
7743,7.743,0.000331507,0.00994521
7744,7.744,0.000331594,0.00994782
7745,7.745,0.00033168,0.0099504
7746,7.746,0.000331766,0.00995298
7747,7.747,0.000331852,0.00995556
7748,7.748,0.000331938,0.009958139999999999
7749,7.749,0.000332024,0.00996072
7750,7.75,0.00033211,0.0099633
7751,7.751,0.000332196,0.00996588
7752,7.752,0.000332282,0.00996846
7753,7.753,0.000332368,0.00997104
7754,7.754,0.000332455,0.00997365
7755,7.755,0.000332541,0.009976229999999999
7756,7.756,0.000332627,0.00997881
7757,7.757,0.000332713,0.00998139
7758,7.758,0.000332799,0.00998397
7759,7.759,0.000332886,0.00998658
7760,7.76,0.000332972,0.00998916
7761,7.761,0.000333058,0.00999174
7762,7.762,0.000333144,0.009994320000000001
7763,7.763,0.000333231,0.009996930000000001
7764,7.764,0.000333317,0.009999510000000001
7765,7.765,0.000333403,0.01000209
7766,7.766,0.00033349,0.0100047
7767,7.767,0.000333576,0.010007279999999999
7768,7.768,0.000333662,0.010009859999999999
7769,7.769,0.000333749,0.010012469999999999
7770,7.77,0.000333835,0.01001505
7771,7.771,0.000333921,0.01001763
7772,7.772,0.000334008,0.01002024
7773,7.773,0.000334094,0.01002282
7774,7.774,0.000334181,0.01002543
7775,7.775,0.000334267,0.01002801
7776,7.776,0.000334354,0.010030619999999999
7777,7.777,0.00033444,0.010033199999999999
7778,7.778,0.000334527,0.01003581
7779,7.779,0.000334613,0.01003839
7780,7.78,0.0003347,0.010041
7781,7.781,0.000334786,0.01004358
7782,7.782,0.000334873,0.01004619
7783,7.783,0.000334959,0.01004877
7784,7.784,0.000335046,0.010051379999999999
7785,7.785,0.000335133,0.01005399
7786,7.786,0.000335219,0.010056569999999999
7787,7.787,0.000335306,0.010059180000000001
7788,7.788,0.000335392,0.01006176
7789,7.789,0.000335479,0.010064370000000001
7790,7.79,0.000335566,0.01006698
7791,7.791,0.000335652,0.01006956
7792,7.792,0.000335739,0.01007217
7793,7.793,0.000335826,0.01007478
7794,7.794,0.000335912,0.01007736
7795,7.795,0.000335999,0.01007997
7796,7.796,0.000336086,0.010082579999999999
7797,7.797,0.000336173,0.010085189999999999
7798,7.798,0.000336259,0.01008777
7799,7.799,0.000336346,0.01009038
7800,7.8,0.000336433,0.010092990000000001
7801,7.801,0.00033652,0.0100956
7802,7.802,0.000336607,0.01009821
7803,7.803,0.000336693,0.01010079
7804,7.804,0.00033678,0.0101034
7805,7.805,0.000336867,0.01010601
7806,7.806,0.000336954,0.010108619999999999
7807,7.807,0.000337041,0.01011123
7808,7.808,0.000337128,0.01011384
7809,7.809,0.000337215,0.010116449999999999
7810,7.81,0.000337302,0.01011906
7811,7.811,0.000337389,0.01012167
7812,7.812,0.000337476,0.010124280000000001
7813,7.813,0.000337562,0.010126860000000001
7814,7.814,0.000337649,0.01012947
7815,7.815,0.000337736,0.01013208
7816,7.816,0.000337823,0.01013469
7817,7.817,0.000337911,0.01013733
7818,7.818,0.000337998,0.01013994
7819,7.819,0.000338085,0.01014255
7820,7.82,0.000338172,0.010145159999999999
7821,7.821,0.000338259,0.01014777
7822,7.822,0.000338346,0.01015038
7823,7.823,0.000338433,0.01015299
7824,7.824,0.00033852,0.010155599999999999
7825,7.825,0.000338607,0.010158209999999999
7826,7.826,0.000338694,0.010160820000000001
7827,7.827,0.000338781,0.010163430000000001
7828,7.828,0.000338869,0.01016607
7829,7.829,0.000338956,0.010168680000000001
7830,7.83,0.000339043,0.010171290000000001
7831,7.831,0.00033913,0.0101739
7832,7.832,0.000339217,0.01017651
7833,7.833,0.000339305,0.01017915
7834,7.834,0.000339392,0.01018176
7835,7.835,0.000339479,0.01018437
7836,7.836,0.000339567,0.01018701
7837,7.837,0.000339654,0.01018962
7838,7.838,0.000339741,0.01019223
7839,7.839,0.000339828,0.01019484
7840,7.84,0.000339916,0.01019748
7841,7.841,0.000340003,0.01020009
7842,7.842,0.00034009,0.010202699999999999
7843,7.843,0.000340178,0.01020534
7844,7.844,0.000340265,0.01020795
7845,7.845,0.000340353,0.01021059
7846,7.846,0.00034044,0.0102132
7847,7.847,0.000340527,0.010215809999999999
7848,7.848,0.000340615,0.01021845
7849,7.849,0.000340702,0.01022106
7850,7.85,0.00034079,0.0102237
7851,7.851,0.000340877,0.01022631
7852,7.852,0.000340965,0.010228949999999999
7853,7.853,0.000341052,0.01023156
7854,7.854,0.00034114,0.010234199999999999
7855,7.855,0.000341227,0.010236809999999999
7856,7.856,0.000341315,0.01023945
7857,7.857,0.000341403,0.01024209
7858,7.858,0.00034149,0.0102447
7859,7.859,0.000341578,0.010247339999999999
7860,7.86,0.000341665,0.01024995
7861,7.861,0.000341753,0.010252589999999999
7862,7.862,0.000341841,0.01025523
7863,7.863,0.000341928,0.01025784
7864,7.864,0.000342016,0.01026048
7865,7.865,0.000342104,0.010263119999999999
7866,7.866,0.000342191,0.010265729999999999
7867,7.867,0.000342279,0.01026837
7868,7.868,0.000342367,0.01027101
7869,7.869,0.000342454,0.01027362
7870,7.87,0.000342542,0.010276259999999999
7871,7.871,0.00034263,0.0102789
7872,7.872,0.000342718,0.01028154
7873,7.873,0.000342805,0.01028415
7874,7.874,0.000342893,0.010286789999999999
7875,7.875,0.000342981,0.01028943
7876,7.876,0.000343069,0.01029207
7877,7.877,0.000343157,0.01029471
7878,7.878,0.000343245,0.01029735
7879,7.879,0.000343332,0.01029996
7880,7.88,0.00034342,0.0103026
7881,7.881,0.000343508,0.01030524
7882,7.882,0.000343596,0.01030788
7883,7.883,0.000343684,0.01031052
7884,7.884,0.000343772,0.01031316
7885,7.885,0.00034386,0.0103158
7886,7.886,0.000343948,0.01031844
7887,7.887,0.000344036,0.01032108
7888,7.888,0.000344124,0.01032372
7889,7.889,0.000344212,0.01032636
7890,7.89,0.0003443,0.010329000000000001
7891,7.891,0.000344388,0.01033164
7892,7.892,0.000344476,0.010334280000000001
7893,7.893,0.000344564,0.01033692
7894,7.894,0.000344652,0.01033956
7895,7.895,0.00034474,0.010342200000000001
7896,7.896,0.000344828,0.01034484
7897,7.897,0.000344916,0.010347480000000001
7898,7.898,0.000345004,0.010350119999999999
7899,7.899,0.000345093,0.010352789999999999
7900,7.9,0.000345181,0.01035543
7901,7.901,0.000345269,0.01035807
7902,7.902,0.000345357,0.01036071
7903,7.903,0.000345445,0.01036335
7904,7.904,0.000345533,0.010365989999999999
7905,7.905,0.000345622,0.01036866
7906,7.906,0.00034571,0.0103713
7907,7.907,0.000345798,0.010373940000000002
7908,7.908,0.000345886,0.01037658
7909,7.909,0.000345975,0.01037925
7910,7.91,0.000346063,0.010381890000000001
7911,7.911,0.000346151,0.01038453
7912,7.912,0.000346239,0.01038717
7913,7.913,0.000346328,0.010389840000000001
7914,7.914,0.000346416,0.010392479999999999
7915,7.915,0.000346504,0.010395119999999999
7916,7.916,0.000346593,0.01039779
7917,7.917,0.000346681,0.01040043
7918,7.918,0.00034677,0.0104031
7919,7.919,0.000346858,0.01040574
7920,7.92,0.000346946,0.01040838
7921,7.921,0.000347035,0.01041105
7922,7.922,0.000347123,0.01041369
7923,7.923,0.000347212,0.01041636
7924,7.924,0.0003473,0.010419
7925,7.925,0.000347389,0.01042167
7926,7.926,0.000347477,0.01042431
7927,7.927,0.000347566,0.01042698
7928,7.928,0.000347654,0.010429619999999999
7929,7.929,0.000347743,0.01043229
7930,7.93,0.000347831,0.01043493
7931,7.931,0.00034792,0.0104376
7932,7.932,0.000348009,0.01044027
7933,7.933,0.000348097,0.01044291
7934,7.934,0.000348186,0.01044558
7935,7.935,0.000348274,0.01044822
7936,7.936,0.000348363,0.010450890000000001
7937,7.937,0.000348452,0.01045356
7938,7.938,0.00034854,0.0104562
7939,7.939,0.000348629,0.01045887
7940,7.94,0.000348718,0.01046154
7941,7.941,0.000348806,0.01046418
7942,7.942,0.000348895,0.01046685
7943,7.943,0.000348984,0.01046952
7944,7.944,0.000349073,0.01047219
7945,7.945,0.000349161,0.010474830000000001
7946,7.946,0.00034925,0.0104775
7947,7.947,0.000349339,0.01048017
7948,7.948,0.000349428,0.01048284
7949,7.949,0.000349516,0.01048548
7950,7.95,0.000349605,0.01048815
7951,7.951,0.000349694,0.01049082
7952,7.952,0.000349783,0.01049349
7953,7.953,0.000349872,0.01049616
7954,7.954,0.000349961,0.010498829999999999
7955,7.955,0.00035005,0.0105015
7956,7.956,0.000350138,0.01050414
7957,7.957,0.000350227,0.01050681
7958,7.958,0.000350316,0.01050948
7959,7.959,0.000350405,0.01051215
7960,7.96,0.000350494,0.010514820000000001
7961,7.961,0.000350583,0.01051749
7962,7.962,0.000350672,0.01052016
7963,7.963,0.000350761,0.01052283
7964,7.964,0.00035085,0.0105255
7965,7.965,0.000350939,0.01052817
7966,7.966,0.000351028,0.01053084
7967,7.967,0.000351117,0.010533510000000001
7968,7.968,0.000351206,0.010536180000000001
7969,7.969,0.000351295,0.01053885
7970,7.97,0.000351385,0.01054155
7971,7.971,0.000351474,0.01054422
7972,7.972,0.000351563,0.01054689
7973,7.973,0.000351652,0.01054956
7974,7.974,0.000351741,0.01055223
7975,7.975,0.00035183,0.0105549
7976,7.976,0.000351919,0.01055757
7977,7.977,0.000352009,0.01056027
7978,7.978,0.000352098,0.01056294
7979,7.979,0.000352187,0.01056561
7980,7.98,0.000352276,0.01056828
7981,7.981,0.000352365,0.010570949999999999
7982,7.982,0.000352455,0.01057365
7983,7.983,0.000352544,0.01057632
7984,7.984,0.000352633,0.01057899
7985,7.985,0.000352723,0.01058169
7986,7.986,0.000352812,0.01058436
7987,7.987,0.000352901,0.010587029999999999
7988,7.988,0.000352991,0.010589729999999999
7989,7.989,0.00035308,0.010592399999999998
7990,7.99,0.000353169,0.01059507
7991,7.991,0.000353259,0.01059777
7992,7.992,0.000353348,0.010600440000000001
7993,7.993,0.000353437,0.01060311
7994,7.994,0.000353527,0.01060581
7995,7.995,0.000353616,0.01060848
7996,7.996,0.000353706,0.010611180000000001
7997,7.997,0.000353795,0.010613850000000001
7998,7.998,0.000353885,0.01061655
7999,7.999,0.000353974,0.01061922
8000,8.0,0.000354064,0.01062192
8001,8.001,0.000354153,0.01062459
8002,8.002,0.000354243,0.010627290000000001
8003,8.003,0.000354333,0.01062999
8004,8.004,0.000354422,0.01063266
8005,8.005,0.000354512,0.01063536
8006,8.006,0.000354602,0.01063806
8007,8.007,0.000354692,0.010640759999999999
8008,8.008,0.000354781,0.010643429999999999
8009,8.009,0.000354871,0.01064613
8010,8.01,0.000354961,0.01064883
8011,8.011,0.000355051,0.01065153
8012,8.012,0.00035514,0.010654199999999999
8013,8.013,0.00035523,0.0106569
8014,8.014,0.00035532,0.0106596
8015,8.015,0.00035541,0.0106623
8016,8.016,0.0003555,0.010665000000000001
8017,8.017,0.00035559,0.010667699999999999
8018,8.018,0.00035568,0.0106704
8019,8.019,0.000355769,0.01067307
8020,8.02,0.000355859,0.01067577
8021,8.021,0.000355949,0.010678469999999999
8022,8.022,0.000356039,0.01068117
8023,8.023,0.000356129,0.01068387
8024,8.024,0.000356219,0.010686570000000001
8025,8.025,0.000356309,0.01068927
8026,8.026,0.000356399,0.010691969999999999
8027,8.027,0.000356489,0.01069467
8028,8.028,0.000356579,0.01069737
8029,8.029,0.000356669,0.010700069999999999
8030,8.03,0.000356759,0.01070277
8031,8.031,0.000356849,0.01070547
8032,8.032,0.000356939,0.010708170000000001
8033,8.033,0.000357029,0.01071087
8034,8.034,0.00035712,0.0107136
8035,8.035,0.00035721,0.0107163
8036,8.036,0.0003573,0.010719000000000001
8037,8.037,0.00035739,0.0107217
8038,8.038,0.00035748,0.0107244
8039,8.039,0.00035757,0.0107271
8040,8.04,0.00035766,0.0107298
8041,8.041,0.000357751,0.01073253
8042,8.042,0.000357841,0.01073523
8043,8.043,0.000357931,0.010737930000000001
8044,8.044,0.000358021,0.01074063
8045,8.045,0.000358112,0.01074336
8046,8.046,0.000358202,0.01074606
8047,8.047,0.000358292,0.010748760000000001
8048,8.048,0.000358382,0.010751460000000001
8049,8.049,0.000358473,0.01075419
8050,8.05,0.000358563,0.01075689
8051,8.051,0.000358653,0.01075959
8052,8.052,0.000358744,0.010762319999999999
8053,8.053,0.000358834,0.01076502
8054,8.054,0.000358924,0.01076772
8055,8.055,0.000359015,0.01077045
8056,8.056,0.000359105,0.01077315
8057,8.057,0.000359196,0.01077588
8058,8.058,0.000359286,0.01077858
8059,8.059,0.000359377,0.01078131
8060,8.06,0.000359467,0.01078401
8061,8.061,0.000359557,0.01078671
8062,8.062,0.000359648,0.01078944
8063,8.063,0.000359738,0.01079214
8064,8.064,0.000359829,0.01079487
8065,8.065,0.000359919,0.01079757
8066,8.066,0.00036001,0.0108003
8067,8.067,0.000360101,0.01080303
8068,8.068,0.000360191,0.01080573
8069,8.069,0.000360282,0.01080846
8070,8.07,0.000360372,0.01081116
8071,8.071,0.000360463,0.01081389
8072,8.072,0.000360553,0.010816590000000001
8073,8.073,0.000360644,0.01081932
8074,8.074,0.000360735,0.01082205
8075,8.075,0.000360825,0.01082475
8076,8.076,0.000360916,0.01082748
8077,8.077,0.000361007,0.01083021
8078,8.078,0.000361097,0.01083291
8079,8.079,0.000361188,0.01083564
8080,8.08,0.000361279,0.01083837
8081,8.081,0.00036137,0.010841100000000001
8082,8.082,0.00036146,0.0108438
8083,8.083,0.000361551,0.01084653
8084,8.084,0.000361642,0.010849260000000001
8085,8.085,0.000361733,0.010851989999999999
8086,8.086,0.000361823,0.01085469
8087,8.087,0.000361914,0.010857420000000001
8088,8.088,0.000362005,0.010860149999999999
8089,8.089,0.000362096,0.01086288
8090,8.09,0.000362187,0.01086561
8091,8.091,0.000362278,0.01086834
8092,8.092,0.000362368,0.01087104
8093,8.093,0.000362459,0.01087377
8094,8.094,0.00036255,0.0108765
8095,8.095,0.000362641,0.01087923
8096,8.096,0.000362732,0.01088196
8097,8.097,0.000362823,0.01088469
8098,8.098,0.000362914,0.01088742
8099,8.099,0.000363005,0.010890150000000001
8100,8.1,0.000363096,0.010892879999999999
8101,8.101,0.000363187,0.01089561
8102,8.102,0.000363278,0.01089834
8103,8.103,0.000363369,0.01090107
8104,8.104,0.00036346,0.0109038
8105,8.105,0.000363551,0.01090653
8106,8.106,0.000363642,0.01090926
8107,8.107,0.000363733,0.01091199
8108,8.108,0.000363824,0.01091472
8109,8.109,0.000363915,0.010917449999999999
8110,8.11,0.000364007,0.01092021
8111,8.111,0.000364098,0.010922939999999999
8112,8.112,0.000364189,0.01092567
8113,8.113,0.00036428,0.0109284
8114,8.114,0.000364371,0.01093113
8115,8.115,0.000364462,0.01093386
8116,8.116,0.000364554,0.010936620000000001
8117,8.117,0.000364645,0.010939349999999999
8118,8.118,0.000364736,0.01094208
8119,8.119,0.000364827,0.010944810000000001
8120,8.12,0.000364919,0.01094757
8121,8.121,0.00036501,0.0109503
8122,8.122,0.000365101,0.01095303
8123,8.123,0.000365192,0.01095576
8124,8.124,0.000365284,0.01095852
8125,8.125,0.000365375,0.010961249999999999
8126,8.126,0.000365466,0.01096398
8127,8.127,0.000365558,0.010966739999999999
8128,8.128,0.000365649,0.01096947
8129,8.129,0.00036574,0.0109722
8130,8.13,0.000365832,0.01097496
8131,8.131,0.000365923,0.01097769
8132,8.132,0.000366015,0.010980450000000001
8133,8.133,0.000366106,0.01098318
8134,8.134,0.000366197,0.01098591
8135,8.135,0.000366289,0.01098867
8136,8.136,0.00036638,0.0109914
8137,8.137,0.000366472,0.010994160000000001
8138,8.138,0.000366563,0.010996889999999999
8139,8.139,0.000366655,0.01099965
8140,8.14,0.000366746,0.011002379999999999
8141,8.141,0.000366838,0.01100514
8142,8.142,0.000366929,0.01100787
8143,8.143,0.000367021,0.011010629999999999
8144,8.144,0.000367113,0.011013390000000001
8145,8.145,0.000367204,0.011016119999999999
8146,8.146,0.000367296,0.01101888
8147,8.147,0.000367387,0.01102161
8148,8.148,0.000367479,0.011024369999999999
8149,8.149,0.000367571,0.011027130000000001
8150,8.15,0.000367662,0.011029859999999999
8151,8.151,0.000367754,0.01103262
8152,8.152,0.000367846,0.011035380000000001
8153,8.153,0.000367937,0.01103811
8154,8.154,0.000368029,0.011040870000000001
8155,8.155,0.000368121,0.01104363
8156,8.156,0.000368212,0.01104636
8157,8.157,0.000368304,0.01104912
8158,8.158,0.000368396,0.01105188
8159,8.159,0.000368488,0.01105464
8160,8.16,0.00036858,0.0110574
8161,8.161,0.000368671,0.01106013
8162,8.162,0.000368763,0.011062889999999999
8163,8.163,0.000368855,0.01106565
8164,8.164,0.000368947,0.01106841
8165,8.165,0.000369039,0.01107117
8166,8.166,0.000369131,0.01107393
8167,8.167,0.000369222,0.01107666
8168,8.168,0.000369314,0.01107942
8169,8.169,0.000369406,0.01108218
8170,8.17,0.000369498,0.01108494
8171,8.171,0.00036959,0.011087699999999999
8172,8.172,0.000369682,0.01109046
8173,8.173,0.000369774,0.01109322
8174,8.174,0.000369866,0.01109598
8175,8.175,0.000369958,0.01109874
8176,8.176,0.00037005,0.0111015
8177,8.177,0.000370142,0.01110426
8178,8.178,0.000370234,0.01110702
8179,8.179,0.000370326,0.01110978
8180,8.18,0.000370418,0.01111254
8181,8.181,0.00037051,0.0111153
8182,8.182,0.000370602,0.011118059999999999
8183,8.183,0.000370694,0.01112082
8184,8.184,0.000370786,0.011123580000000001
8185,8.185,0.000370878,0.01112634
8186,8.186,0.000370971,0.01112913
8187,8.187,0.000371063,0.01113189
8188,8.188,0.000371155,0.011134650000000001
8189,8.189,0.000371247,0.01113741
8190,8.19,0.000371339,0.01114017
8191,8.191,0.000371431,0.011142929999999999
8192,8.192,0.000371524,0.01114572
8193,8.193,0.000371616,0.01114848
8194,8.194,0.000371708,0.01115124
8195,8.195,0.0003718,0.011153999999999999
8196,8.196,0.000371893,0.01115679
8197,8.197,0.000371985,0.01115955
8198,8.198,0.000372077,0.01116231
8199,8.199,0.000372169,0.01116507
8200,8.2,0.000372262,0.01116786
8201,8.201,0.000372354,0.01117062
8202,8.202,0.000372446,0.01117338
8203,8.203,0.000372539,0.011176170000000001
8204,8.204,0.000372631,0.01117893
8205,8.205,0.000372724,0.011181720000000001
8206,8.206,0.000372816,0.01118448
8207,8.207,0.000372908,0.01118724
8208,8.208,0.000373001,0.01119003
8209,8.209,0.000373093,0.011192790000000001
8210,8.21,0.000373186,0.01119558
8211,8.211,0.000373278,0.01119834
8212,8.212,0.000373371,0.01120113
8213,8.213,0.000373463,0.01120389
8214,8.214,0.000373556,0.01120668
8215,8.215,0.000373648,0.011209440000000001
8216,8.216,0.000373741,0.01121223
8217,8.217,0.000373833,0.011214990000000001
8218,8.218,0.000373926,0.01121778
8219,8.219,0.000374018,0.01122054
8220,8.22,0.000374111,0.01122333
8221,8.221,0.000374203,0.01122609
8222,8.222,0.000374296,0.01122888
8223,8.223,0.000374389,0.01123167
8224,8.224,0.000374481,0.01123443
8225,8.225,0.000374574,0.011237220000000001
8226,8.226,0.000374667,0.01124001
8227,8.227,0.000374759,0.011242770000000001
8228,8.228,0.000374852,0.01124556
8229,8.229,0.000374945,0.01124835
8230,8.23,0.000375037,0.01125111
8231,8.231,0.00037513,0.0112539
8232,8.232,0.000375223,0.01125669
8233,8.233,0.000375316,0.01125948
8234,8.234,0.000375408,0.01126224
8235,8.235,0.000375501,0.011265029999999999
8236,8.236,0.000375594,0.01126782
8237,8.237,0.000375687,0.01127061
8238,8.238,0.000375779,0.011273370000000001
8239,8.239,0.000375872,0.01127616
8240,8.24,0.000375965,0.011278950000000001
8241,8.241,0.000376058,0.01128174
8242,8.242,0.000376151,0.011284530000000001
8243,8.243,0.000376244,0.01128732
8244,8.244,0.000376337,0.01129011
8245,8.245,0.00037643,0.011292900000000002
8246,8.246,0.000376522,0.01129566
8247,8.247,0.000376615,0.01129845
8248,8.248,0.000376708,0.01130124
8249,8.249,0.000376801,0.01130403
8250,8.25,0.000376894,0.01130682
8251,8.251,0.000376987,0.011309610000000001
8252,8.252,0.00037708,0.0113124
8253,8.253,0.000377173,0.011315190000000001
8254,8.254,0.000377266,0.01131798
8255,8.255,0.000377359,0.01132077
8256,8.256,0.000377452,0.01132356
8257,8.257,0.000377545,0.01132635
8258,8.258,0.000377638,0.011329140000000001
8259,8.259,0.000377732,0.011331959999999999
8260,8.26,0.000377825,0.01133475
8261,8.261,0.000377918,0.01133754
8262,8.262,0.000378011,0.01134033
8263,8.263,0.000378104,0.01134312
8264,8.264,0.000378197,0.011345909999999999
8265,8.265,0.00037829,0.0113487
8266,8.266,0.000378384,0.01135152
8267,8.267,0.000378477,0.01135431
8268,8.268,0.00037857,0.0113571
8269,8.269,0.000378663,0.011359890000000001
8270,8.27,0.000378756,0.01136268
8271,8.271,0.00037885,0.0113655
8272,8.272,0.000378943,0.011368290000000001
8273,8.273,0.000379036,0.01137108
8274,8.274,0.000379129,0.011373870000000001
8275,8.275,0.000379223,0.01137669
8276,8.276,0.000379316,0.011379479999999999
8277,8.277,0.000379409,0.01138227
8278,8.278,0.000379503,0.01138509
8279,8.279,0.000379596,0.01138788
8280,8.28,0.000379689,0.01139067
8281,8.281,0.000379783,0.011393490000000001
8282,8.282,0.000379876,0.01139628
8283,8.283,0.00037997,0.011399099999999999
8284,8.284,0.000380063,0.01140189
8285,8.285,0.000380157,0.01140471
8286,8.286,0.00038025,0.0114075
8287,8.287,0.000380343,0.01141029
8288,8.288,0.000380437,0.01141311
8289,8.289,0.00038053,0.0114159
8290,8.29,0.000380624,0.01141872
8291,8.291,0.000380717,0.01142151
8292,8.292,0.000380811,0.01142433
8293,8.293,0.000380904,0.01142712
8294,8.294,0.000380998,0.01142994
8295,8.295,0.000381092,0.01143276
8296,8.296,0.000381185,0.01143555
8297,8.297,0.000381279,0.01143837
8298,8.298,0.000381372,0.01144116
8299,8.299,0.000381466,0.01144398
8300,8.3,0.00038156,0.0114468
8301,8.301,0.000381653,0.01144959
8302,8.302,0.000381747,0.01145241
8303,8.303,0.00038184,0.0114552
8304,8.304,0.000381934,0.01145802
8305,8.305,0.000382028,0.01146084
8306,8.306,0.000382122,0.011463659999999999
8307,8.307,0.000382215,0.01146645
8308,8.308,0.000382309,0.01146927
8309,8.309,0.000382403,0.01147209
8310,8.31,0.000382497,0.01147491
8311,8.311,0.00038259,0.011477699999999999
8312,8.312,0.000382684,0.01148052
8313,8.313,0.000382778,0.01148334
8314,8.314,0.000382872,0.011486159999999999
8315,8.315,0.000382965,0.01148895
8316,8.316,0.000383059,0.01149177
8317,8.317,0.000383153,0.01149459
8318,8.318,0.000383247,0.011497410000000001
8319,8.319,0.000383341,0.01150023
8320,8.32,0.000383435,0.01150305
8321,8.321,0.000383529,0.011505870000000001
8322,8.322,0.000383623,0.01150869
8323,8.323,0.000383717,0.011511509999999999
8324,8.324,0.00038381,0.0115143
8325,8.325,0.000383904,0.01151712
8326,8.326,0.000383998,0.01151994
8327,8.327,0.000384092,0.01152276
8328,8.328,0.000384186,0.01152558
8329,8.329,0.00038428,0.0115284
8330,8.33,0.000384374,0.01153122
8331,8.331,0.000384468,0.01153404
8332,8.332,0.000384562,0.011536860000000001
8333,8.333,0.000384657,0.01153971
8334,8.334,0.000384751,0.01154253
8335,8.335,0.000384845,0.01154535
8336,8.336,0.000384939,0.01154817
8337,8.337,0.000385033,0.01155099
8338,8.338,0.000385127,0.01155381
8339,8.339,0.000385221,0.01155663
8340,8.34,0.000385315,0.01155945
8341,8.341,0.000385409,0.011562270000000001
8342,8.342,0.000385504,0.01156512
8343,8.343,0.000385598,0.01156794
8344,8.344,0.000385692,0.01157076
8345,8.345,0.000385786,0.01157358
8346,8.346,0.00038588,0.0115764
8347,8.347,0.000385975,0.01157925
8348,8.348,0.000386069,0.01158207
8349,8.349,0.000386163,0.01158489
8350,8.35,0.000386257,0.01158771
8351,8.351,0.000386352,0.01159056
8352,8.352,0.000386446,0.011593379999999999
8353,8.353,0.00038654,0.0115962
8354,8.354,0.000386635,0.01159905
8355,8.355,0.000386729,0.01160187
8356,8.356,0.000386823,0.01160469
8357,8.357,0.000386918,0.01160754
8358,8.358,0.000387012,0.01161036
8359,8.359,0.000387107,0.011613209999999999
8360,8.36,0.000387201,0.01161603
8361,8.361,0.000387295,0.01161885
