,Emeas[MeV],Cumul,Spectrum[MeV-1]
121,35.384736973102,5.554275862362574,0.0
122,36.43800547558209,5.554275862362574,0.0
123,37.52262575945761,5.554275862362574,0.0
124,38.63953104754344,5.554275862362574,0.0
125,39.78968234113411,5.554275862362574,0.0
126,40.974069246863024,5.554275862362574,0.0
127,42.193710828174304,5.554275862362574,0.0
128,43.44965648213949,5.554275862362574,0.0
129,44.74298684237375,5.554275862362574,0.0
130,46.07481470882858,5.554275862362574,0.0
131,47.44628600526086,5.554275862362574,0.0
132,48.85858076520184,5.554275862362574,0.0
133,50.31291414727514,5.554275862362574,0.0
134,51.81053748073647,5.554275862362574,0.0
135,53.3527393421352,5.554275862362574,0.0
136,54.94084666402421,5.554275862362574,0.0
137,56.57622587667154,5.554275862362574,0.0
138,58.26028408375653,5.554275862362574,0.0
139,59.99447027306203,5.554275862362574,0.0
140,61.78027656320426,5.554275862362574,0.0
141,63.61923948747284,5.554275862362574,0.0
142,65.51294131588625,5.554275862362574,0.0
143,67.46301141659949,5.554275862362574,0.0
144,69.47112765783571,5.554275862362574,0.0
145,70.62684806995009,5.554275862362574,0.0
